id,host_listings_count,latitude,longitude,accommodates,bedrooms,minimum_nights,availability_30,number_of_reviews,review_scores_value,room_type,host_is_superhost,Houseboat,Room in boutique hotel,Room in hotel,Tower,price
298,1,52.35229,4.89105,2,1.0,2,20,44,4.45,4,0,0,0,0,0,250.0
299,1,52.3331,4.903,2,1.0,5,5,547,4.69,2,1,0,0,0,0,51.0
300,21,52.3673,4.85959,2,1.0,1,25,15,4.4,2,0,0,0,0,0,66.0
301,1,52.36635,4.88347,4,1.0,2,20,4,5.0,4,0,0,0,0,0,212.0
302,1,52.36124,4.90341,4,2.0,3,17,0,4.643794288736118,4,0,1,0,0,0,228.0
303,1,52.37181,4.90976,4,1.0,1,30,1,5.0,2,0,0,0,0,0,223.0
304,1,52.36104,4.87492,6,4.0,7,0,0,4.643794288736118,4,0,0,0,0,0,397.0
305,0,52.36176,4.85603,3,2.0,7,20,1,5.0,4,0,0,0,0,0,185.0
306,0,52.3793,4.87599,4,2.0,3,18,10,4.3,4,0,0,0,0,0,118.0
307,13,52.34255,4.84597,2,1.0,2,1,15,4.47,2,0,0,0,1,0,85.0
308,2,52.34917,4.89479,4,2.0,3,0,6,4.5,4,0,0,0,0,0,150.0
309,5,52.35407,4.88158,4,1.0,1,16,3,3.33,4,0,0,0,0,0,191.0
310,0,52.37647,4.8807,4,3.0,2,4,38,4.74,2,1,0,0,0,0,350.0
311,1,52.37831,4.86941,3,1.0,3,2,29,4.56,4,0,0,0,0,0,128.0
312,1,52.35885,4.92082,4,3.0,5,0,4,5.0,4,0,0,0,0,0,130.0
313,0,52.36031,4.86031,3,2.0,1,0,16,4.63,4,1,0,0,0,0,170.0
314,8,52.3547,4.89787,4,1.0,1,26,16,4.56,2,0,0,0,1,0,135.0
315,0,52.37787,4.85575,4,1.0,20,0,4,5.0,4,0,0,0,0,0,100.0
316,2,52.37414,4.89404,4,1.0,2,6,170,4.75,4,1,0,0,0,0,150.0
317,1,52.35997,4.91293,4,2.0,4,0,43,4.74,4,0,0,0,0,0,167.0
318,1,52.39301,4.87294,2,1.0,2,27,29,4.34,4,0,0,0,0,0,131.0
319,1,52.37685,4.84859,2,1.0,2,0,37,4.72,4,0,0,0,0,0,120.0
320,0,52.35696,4.8878,2,1.0,2,3,54,4.74,4,0,0,0,0,0,160.0
321,1,52.37169,4.85677,2,1.0,2,5,24,4.83,4,0,0,0,0,0,119.0
322,1,52.36361,4.84475,4,3.0,5,0,17,4.53,4,0,0,0,0,0,150.0
323,2,52.34559,4.79503,4,1.0,2,14,279,4.63,2,0,0,0,0,0,85.0
324,1,52.37142,4.89036,4,2.0,2,21,52,4.49,4,0,0,0,0,0,399.0
325,5,52.39695,4.9045,4,2.0,1,13,3,4.67,4,0,0,0,0,0,479.0
326,2,52.35549,4.88881,2,1.0,2,0,28,4.37,4,0,0,0,0,0,130.0
327,2,52.35199,4.90477,2,1.0,2,19,246,4.79,2,1,0,0,0,0,129.0
328,3,52.37092,4.85316,1,1.0,3,23,35,4.4,2,0,0,0,0,0,50.0
329,0,52.34566,4.85962,4,2.0,3,30,3,4.33,4,0,0,0,0,0,350.0
330,0,52.35379,4.92832,3,2.0,3,8,4,4.75,4,0,0,0,0,0,175.0
331,1,52.341621,4.849049,4,2.0,3,0,111,4.68,4,0,0,0,0,0,200.0
332,1,52.37125,4.90529,2,1.0,2,0,65,4.19,2,0,0,0,0,0,99.0
333,0,52.36054,4.91247,2,1.0,2,4,1,5.0,2,0,0,0,0,0,110.0
334,1,52.36389,4.94385,2,1.0,3,0,15,4.93,4,0,0,0,0,0,75.0
335,1,52.36374,4.85257,2,1.0,3,9,7,4.57,4,0,0,0,0,0,147.0
336,1,52.354,4.93965,4,2.0,5,0,57,4.7,4,0,0,0,0,0,140.0
337,0,52.38224,4.78265,2,1.0,1,30,0,4.643794288736118,2,1,0,1,0,0,144.0
338,1,52.40451,4.91506,2,1.0,3,6,121,4.65,2,0,0,0,0,0,50.0
339,2,52.37037,4.89785,2,1.0,1,9,174,4.55,2,0,0,0,0,0,73.0
340,6,52.38458,4.83325,4,1.0,1,24,1,1.0,2,0,0,0,1,0,135.0
341,4,52.35913,4.87816,2,1.0,1,30,65,4.52,2,0,0,1,0,0,76.0
342,4,52.39056,4.88719,2,1.0,2,23,21,4.81,2,1,0,0,0,0,131.0
343,1,52.38408,4.84556,4,2.0,2,21,145,4.39,2,0,0,0,0,0,174.0
344,1,52.34662,4.89105,4,3.0,4,0,21,4.95,4,1,0,0,0,0,180.0
345,2,52.31308,4.95062,2,1.0,2,0,3,5.0,4,0,0,0,0,0,45.0
346,1,52.37935,4.85477,2,1.0,2,0,9,5.0,4,0,0,0,0,0,155.0
347,1,52.37718,4.85593,4,1.0,2,0,29,4.48,4,0,0,0,0,0,115.0
348,0,52.3634,4.9257,2,1.0,3,0,8,4.88,4,0,0,0,0,0,120.0
349,2,52.37426,4.90568,4,2.0,3,11,44,4.44,4,1,0,0,0,0,182.0
350,1,52.32234,4.88198,2,1.0,1,19,31,4.39,4,1,0,0,0,0,79.0
351,1,52.34182,4.90491,2,1.0,2,13,277,4.69,2,1,0,0,0,0,73.0
352,0,52.35972,4.99551,4,3.0,2,16,5,4.6,4,0,0,0,0,0,266.0
353,1,52.37971,4.89274,2,1.0,2,11,296,4.79,2,1,0,0,0,0,86.0
354,1,52.35917,4.87933,4,3.0,2,3,50,4.65,4,0,0,0,0,0,289.0
355,1,52.35909,4.92099,6,3.0,4,4,2,5.0,4,0,0,0,0,0,300.0
356,2,52.37175,4.87642,2,2.0,2,0,14,4.21,4,0,0,0,0,0,294.0
357,2,52.39271,4.94406,2,1.0,10,0,16,4.63,4,0,0,0,0,0,113.0
358,1,52.35172,4.90688,6,3.0,5,3,5,4.6,4,0,0,0,0,0,250.0
359,0,52.35186,4.88431,2,1.0,1,30,0,4.643794288736118,2,0,0,0,1,0,149.0
360,1,52.35463,4.91157,4,3.0,2,0,21,4.65,4,0,0,0,0,0,180.0
361,2,52.38296,4.83786,2,1.0,4,28,303,4.64,2,1,0,0,0,0,51.0
362,3,52.371284,4.897311,2,1.0,3,13,16,4.38,4,0,0,0,0,0,176.0
363,0,52.36306,4.85284,4,2.0,3,13,0,4.643794288736118,4,0,0,0,0,0,169.0
364,2,52.37027,4.87497,5,2.0,1,15,71,4.51,2,1,0,0,0,0,183.0
365,1,52.37145,4.90164,4,3.0,1,20,18,4.56,4,0,1,0,0,0,1190.0
366,1,52.35602,4.88901,5,2.0,2,5,12,4.67,4,0,0,0,0,0,250.0
367,0,52.35083,4.92117,2,1.0,4,9,4,4.5,4,0,0,0,0,0,120.0
368,6,52.35759,4.87369,4,2.0,5,10,23,4.57,4,0,0,0,0,0,399.0
369,0,52.36702,4.8548,4,2.0,3,14,6,5.0,4,0,0,0,0,0,120.0
370,2,52.3632,4.92567,2,1.0,3,2,104,4.74,4,1,0,0,0,0,115.0
371,3,52.37674,4.89624,1,1.0,1,0,22,4.32,3,0,0,0,0,0,32.0
372,1,52.39007,4.91341,2,2.0,2,0,16,4.63,4,1,0,0,0,0,150.0
373,4,52.35926,4.87847,2,1.0,1,30,5,4.8,2,0,0,1,0,0,74.0
374,2,52.35247,4.85537,3,1.0,2,12,7,4.71,4,0,0,0,0,0,160.0
375,1,52.35811,4.85707,3,1.0,6,0,12,4.75,4,0,0,0,0,0,119.0
376,1,52.36184,4.90585,4,2.0,2,11,41,4.63,4,0,0,0,0,0,185.0
377,2,52.37115,4.81976,4,3.0,3,11,3,4.67,4,0,0,0,0,0,175.0
378,1,52.36432,4.86253,2,1.0,1,0,16,4.63,4,0,0,0,0,0,90.0
379,1,52.36553,4.87133,2,1.0,2,29,41,4.66,4,0,0,0,0,0,185.0
380,1,52.35198,4.89488,2,1.0,2,14,32,4.81,4,0,0,0,0,0,250.0
381,0,52.35712,4.89091,4,2.0,7,10,3,4.33,4,0,0,0,0,0,198.0
382,0,52.36631,4.87491,2,1.0,2,0,47,4.81,2,1,0,0,0,0,80.0
383,0,52.36483,4.93328,5,3.0,3,1,1,5.0,4,0,0,0,0,0,250.0
384,1,52.3566,4.8953,4,3.0,3,0,12,4.67,4,0,0,0,0,0,215.0
385,1,52.37544,4.87394,4,2.0,2,0,30,4.07,4,0,0,0,0,0,241.0
386,0,52.35228,4.854425,4,2.0,3,0,1,5.0,4,0,0,0,0,0,298.0
387,2,52.3161,4.96034,2,1.0,1,21,92,4.62,2,1,0,0,0,0,54.0
388,1,52.37699,4.87761,6,2.0,2,0,0,4.643794288736118,4,0,0,0,0,0,450.0
389,2,52.36277,4.88854,2,1.0,2,0,61,4.63,2,0,0,0,0,0,111.0
390,0,52.3565,4.89848,2,1.0,2,23,138,4.5,2,1,0,0,0,0,80.0
391,8,52.36635,4.88844,2,1.0,1,26,0,4.643794288736118,2,0,0,1,0,0,103.0
392,0,52.34648,4.89488,2,1.0,2,7,5,4.6,4,0,0,0,0,0,160.0
393,0,52.36912,4.88225,2,1.0,1,6,56,4.86,2,1,0,0,0,0,103.0
394,15,52.361286,4.893265,4,1.0,3,13,35,4.55,2,1,0,0,0,0,180.0
395,4,52.36165,4.91433,4,2.0,5,0,2,4.5,4,0,0,0,0,0,125.0
396,1,52.3741,4.85735,4,3.0,3,0,14,4.71,4,0,0,0,0,0,200.0
397,1,52.3639,4.93747,4,2.0,28,9,6,4.67,4,0,0,0,0,0,85.0
398,2,52.38367,4.88812,4,2.0,2,12,15,4.5,4,0,0,0,0,0,506.0
399,1,52.37434,4.84687,4,4.0,7,0,2,5.0,4,0,0,0,0,0,95.0
400,0,52.35961,4.85708,2,1.0,3,8,12,4.64,4,0,0,0,0,0,125.0
401,0,52.37007,4.91076,2,1.0,2,0,3,5.0,2,1,0,0,0,0,179.0
402,1,52.36513,4.85561,4,3.0,2,0,18,4.59,4,0,0,0,0,0,128.0
403,1,52.39573,4.94277,2,1.0,15,0,2,4.5,4,0,0,0,0,0,150.0
404,1,52.38738,4.88049,4,2.0,2,0,33,4.06,4,0,0,0,0,0,249.0
405,1,52.35678,4.92396,3,1.0,2,0,9,4.78,4,0,0,0,0,0,190.0
406,0,52.35837,4.91004,3,1.0,2,15,11,4.45,4,0,0,0,0,0,189.0
407,0,52.3742,4.8793,2,1.0,2,24,27,4.44,2,0,0,0,0,0,131.0
408,1,52.3923,4.93214,5,3.0,4,0,4,5.0,4,0,0,0,0,0,190.0
409,3,52.37655,4.87352,2,1.0,1,6,94,4.57,2,1,0,0,0,0,91.0
410,2,52.35962,4.9361,2,1.0,1,22,86,4.76,2,1,0,0,0,0,51.0
411,2,52.370358,4.877599,2,1.0,3,13,76,4.91,2,1,0,0,0,0,76.0
412,1,52.35419,4.91655,2,1.0,2,7,110,4.61,2,0,0,0,0,0,86.0
413,1,52.35274,4.8787,2,1.0,2,10,252,4.78,2,1,0,0,0,0,79.0
414,1,52.35639,4.91596,4,2.0,4,0,18,4.0,4,0,0,0,0,0,125.0
415,1,52.38306,4.84776,4,2.0,3,0,17,4.76,4,0,0,0,0,0,375.0
416,1,52.35422,4.88721,2,1.0,2,0,96,4.65,2,0,0,0,0,0,100.0
417,7,52.41973,4.87078,8,2.0,1,11,58,4.64,4,1,0,0,0,0,152.0
418,1,52.36429,4.85056,2,1.0,5,0,43,4.69,4,0,0,0,0,0,95.0
419,1,52.39463,4.93347,4,3.0,7,0,7,4.71,4,0,0,0,0,0,150.0
420,0,52.37371,4.8598,2,1.0,3,3,1,4.0,4,0,0,0,0,0,168.0
421,1,52.37027,4.87347,2,1.0,3,0,3,4.67,4,0,0,0,0,0,185.0
422,1,52.37035,4.85665,4,2.0,5,7,7,4.86,4,0,0,0,0,0,250.0
423,9,52.3643,4.88867,2,1.0,7,0,0,4.643794288736118,4,0,0,0,0,0,209.0
424,4,52.37548,4.87445,6,3.0,3,14,26,4.38,4,1,0,0,0,0,346.0
425,3,52.36326,4.87738,2,1.0,4,15,38,4.81,4,0,0,0,0,0,90.0
426,0,52.3846,4.92129,8,1.0,1,30,0,4.643794288736118,2,0,0,0,0,0,139.0
427,7,52.35717,4.92922,2,1.0,1,19,2,4.0,2,0,0,0,1,0,99.0
428,1,52.36611,4.85958,2,1.0,2,0,41,4.9,4,0,0,0,0,0,148.0
429,1,52.366005,4.893741,2,1.0,2,5,2,5.0,4,0,0,0,0,0,225.0
430,1,52.37556,4.96829,4,1.0,3,0,124,4.64,2,0,0,0,0,0,90.0
431,1,52.37729,4.86053,4,1.0,7,4,12,4.25,4,0,0,0,0,0,106.0
432,2,52.35538,4.79624,2,1.0,3,7,15,4.57,2,1,0,0,0,0,50.0
433,0,52.35466,4.88464,6,3.0,7,1,16,4.87,4,0,0,0,0,0,200.0
434,0,52.37008,4.90778,5,1.0,1,0,1,5.0,2,0,0,0,0,0,160.0
435,0,52.37166,4.8465,2,1.0,4,4,3,4.67,4,0,0,0,0,0,88.0
436,2,52.36472,4.87417,4,2.0,3,0,28,4.65,4,0,0,0,0,0,189.0
437,6,52.36279,4.87458,3,1.0,1,0,0,4.643794288736118,3,0,0,0,1,0,0.0
438,1,52.37591,4.85942,2,1.0,4,26,7,4.71,4,0,0,0,0,0,85.0
439,2,52.37041,4.86914,4,2.0,2,2,23,4.82,4,0,0,0,0,0,283.0
440,13,52.35486,5.00437,2,1.0,1,0,26,4.69,2,1,0,0,0,0,74.0
441,1,52.35261,4.90795,2,1.0,2,22,37,3.76,4,0,0,0,0,0,71.0
442,1,52.35029,4.91325,4,1.0,7,0,3,4.33,4,0,0,0,0,0,198.0
443,1,52.35544,4.90776,4,1.0,7,1,93,4.51,4,0,0,0,0,0,149.0
444,1,52.34932,4.86891,4,4.0,2,0,16,4.67,4,0,0,0,0,0,300.0
445,432,52.34466,4.91286,2,1.0,1,19,41,4.75,4,0,0,0,0,0,97.0
446,1,52.36549,4.87887,4,2.0,3,0,7,4.29,4,0,0,0,0,0,200.0
447,1,52.37326,4.86409,2,1.0,3,0,14,4.5,4,0,0,0,0,0,106.0
448,1,52.38062,4.88465,2,1.0,2,6,0,4.643794288736118,4,0,0,0,0,0,250.0
449,7,52.38739,4.88823,2,1.0,1,28,4,4.5,4,0,0,0,0,0,217.0
450,1,52.3776,4.89546,2,1.0,2,9,161,4.78,2,1,0,0,0,0,85.0
451,5,52.31226,4.99838,2,1.0,1,24,40,4.74,3,0,0,0,0,0,98.0
452,1,52.32806,4.97717,4,2.0,3,0,0,4.643794288736118,4,0,0,0,0,0,60.0
453,1,52.36317,4.98578,4,3.0,4,0,26,4.68,4,0,1,0,0,0,260.0
454,2,52.37167,4.85471,4,2.0,2,0,5,4.8,4,0,0,0,0,0,120.0
455,1,52.34735,4.90411,4,3.0,3,4,0,4.643794288736118,4,0,0,0,0,0,260.0
456,1,52.39022,4.87878,2,1.0,2,0,27,4.73,4,0,0,0,0,0,79.0
457,2,52.37543,4.89612,2,1.0,1,20,3,5.0,2,1,0,0,0,0,104.0
458,1,52.36707,4.8856,3,1.0,3,24,4,3.0,2,0,0,0,0,0,79.0
459,1,52.38571,4.8807,2,1.0,2,0,18,4.83,4,0,0,0,0,0,110.0
460,0,52.36993,4.86754,2,1.0,5,15,0,4.643794288736118,4,0,0,0,0,0,154.0
461,1,52.38272,4.8731,2,1.0,3,0,13,4.75,4,0,0,0,0,0,99.0
462,1,52.38981,4.96062,4,2.0,2,4,2,5.0,4,0,0,0,0,0,133.0
463,1,52.37514,4.88916,3,1.0,2,5,265,4.65,2,0,0,0,0,0,83.0
464,1,52.35458,4.9039,2,1.0,3,0,40,4.74,4,1,0,0,0,0,139.0
465,1,52.3634,4.89922,2,1.0,2,19,65,4.71,2,1,0,0,0,0,137.0
466,1,52.38104,4.88306,2,1.0,6,13,24,4.95,4,0,0,0,0,0,157.0
467,1,52.36373,4.8844,4,1.0,2,29,9,4.33,4,0,0,0,0,0,300.0
468,1,52.31585,4.93888,4,2.0,2,0,6,4.83,4,0,0,0,0,0,135.0
469,1,52.35068,4.8894,4,2.0,2,16,376,4.8,2,1,0,0,0,0,190.0
470,21,52.36695,4.86018,4,1.0,1,17,8,4.88,2,0,0,0,0,0,117.0
471,1,52.38189,4.87265,2,1.0,3,0,60,4.62,4,0,0,0,0,0,125.0
472,4,52.36226,4.86405,4,1.0,1,27,53,4.68,3,0,0,1,0,0,118.0
473,1,52.37238,4.87376,2,1.0,2,0,41,4.8,4,1,0,0,0,0,167.0
474,0,52.40606,4.93459,4,3.0,2,13,0,4.643794288736118,4,0,0,0,0,0,299.0
475,3,52.3765,4.89715,4,3.0,7,4,2,5.0,4,0,0,0,0,0,570.0
476,0,52.36073,4.8452,4,2.0,2,0,8,4.63,4,1,0,0,0,0,80.0
477,2,52.37506,4.88305,4,2.0,3,1,39,4.92,2,1,0,0,0,0,288.0
478,0,52.3426,4.89477,2,1.0,3,0,3,5.0,4,0,0,0,0,0,151.0
479,0,52.36757,4.87583,2,1.0,2,18,0,4.643794288736118,4,0,0,0,0,0,208.0
480,3,52.35995,4.82465,2,1.0,2,21,238,4.68,2,0,0,0,0,0,60.0
481,1,52.38146,4.87547,2,1.0,3,0,12,4.82,4,0,0,0,0,0,179.0
482,0,52.35951,4.89508,4,2.0,5,0,9,4.22,4,0,0,0,0,0,133.0
483,2,52.37773,4.89293,2,1.0,1,17,39,4.69,2,1,0,0,0,0,119.0
484,1,52.3417,4.89547,2,1.0,3,19,39,4.72,2,1,0,0,0,0,79.0
485,12,52.38512,4.90442,1,1.0,1,0,157,4.61,3,0,0,0,0,0,38.0
486,6,52.368271,4.923936,4,1.0,1,30,196,4.41,4,0,0,0,0,0,235.0
487,2,52.37483,4.90685,4,2.0,9,1,12,4.58,4,0,1,0,0,0,344.0
488,1,52.38488,4.87282,2,1.0,2,0,4,5.0,4,0,0,0,0,0,125.0
489,0,52.37886,4.87253,2,1.0,2,11,7,4.86,4,0,0,0,0,0,200.0
490,2,52.33918,4.84905,4,4.0,4,27,3,5.0,4,0,1,0,0,0,395.0
491,21,52.36571,4.86067,2,1.0,1,20,3,4.67,2,0,0,0,0,0,86.0
492,1,52.3763,4.89468,4,3.0,2,19,3,5.0,4,1,0,0,0,0,525.0
493,3,52.37676,4.83955,2,1.0,3,12,75,4.37,2,0,0,0,0,0,68.0
494,1,52.39086,4.93373,4,2.0,4,21,12,4.25,4,0,0,0,0,0,215.0
495,1,52.36603,4.86898,4,2.0,3,0,36,4.5,4,0,1,0,0,0,149.0
496,1,52.37094,4.92307,3,2.0,3,0,16,4.38,4,0,0,0,0,0,200.0
497,0,52.3839,4.96424,4,2.0,2,1,2,4.0,4,0,1,0,0,0,350.0
498,1,52.36827,4.87107,4,1.0,6,0,39,4.54,4,0,0,0,0,0,100.0
499,2,52.34157,4.90595,2,1.0,3,0,35,4.63,2,0,0,0,0,0,80.0
500,1,52.35637,4.85373,4,2.0,2,4,39,4.74,4,1,0,0,0,0,285.0
501,1,52.37479,4.87261,2,1.0,7,4,25,4.76,4,1,0,0,0,0,245.0
502,1,52.36321,4.98414,3,1.0,3,0,392,4.72,2,1,0,0,0,0,90.0
503,0,52.36472,4.87689,2,1.0,5,9,0,4.643794288736118,4,0,0,0,0,0,150.0
504,1,52.38543,4.86965,4,2.0,2,0,18,4.83,4,1,0,0,0,0,300.0
505,1,52.36676,4.87548,2,1.0,2,0,20,4.8,4,0,0,0,0,0,140.0
506,2,52.37379,4.96641,2,1.0,2,6,33,4.73,2,1,0,0,0,0,67.0
507,22,52.36546,4.8811,4,2.0,1,1,1,4.0,4,0,0,0,0,0,75.0
508,0,52.376518,4.894806,4,1.0,3,0,0,4.643794288736118,4,0,0,0,0,0,250.0
509,2,52.37344,4.89616,2,1.0,2,18,8,4.75,2,1,0,0,0,0,104.0
510,21,52.36508,4.86037,2,1.0,1,15,30,4.2,2,0,0,1,0,0,68.0
511,2,52.37231,4.85748,2,1.0,2,11,8,4.75,2,0,0,0,0,0,95.0
512,1,52.35102,4.89063,4,2.0,1,17,64,4.67,4,1,0,0,0,0,285.0
513,1,52.35923,4.85851,4,2.0,3,0,8,4.38,4,0,0,0,0,0,140.0
514,3,52.36914,4.92395,4,1.0,3,13,7,5.0,4,0,0,0,0,0,132.0
515,0,52.37334,4.96385,4,3.0,2,2,12,4.75,4,0,0,0,0,0,150.0
516,1,52.41704,4.8996,2,1.0,2,0,140,4.81,2,1,0,0,0,0,75.0
517,1,52.37425,4.90516,2,1.0,2,23,44,4.73,2,0,0,0,0,0,140.0
518,1,52.36679,4.86567,2,1.0,3,0,18,4.67,4,0,0,0,0,0,91.0
519,2,52.349594,4.890385,3,2.0,5,0,10,4.67,4,0,0,0,0,0,300.0
520,2,52.36807,4.87636,2,1.0,3,16,57,4.71,2,0,0,0,0,0,89.0
521,1,52.36607,4.92669,4,2.0,2,5,76,4.68,2,1,0,0,0,0,102.0
522,5,52.35473,4.8824,4,1.0,1,19,37,4.38,4,0,0,0,0,0,182.0
523,20,52.36195,4.90229,2,1.0,1,30,1,4.0,3,1,0,0,0,0,1057.0
524,1,52.3832,4.91855,2,1.0,1,2,75,4.76,2,1,0,0,0,0,56.0
525,1,52.39307,4.91407,2,1.0,3,6,17,4.76,4,1,0,0,0,0,180.0
526,7,52.37366,4.90055,7,4.0,3,17,6,4.5,4,0,0,0,0,0,464.0
527,0,52.35411,4.91972,4,3.0,4,3,0,4.643794288736118,4,0,0,0,0,0,160.0
528,1,52.38825,4.87881,4,2.0,2,0,41,4.74,4,1,0,0,0,0,165.0
529,21,52.36491,4.86102,2,1.0,1,14,86,4.55,2,0,0,0,0,0,63.0
530,2,52.35153,4.92048,2,1.0,2,0,0,4.643794288736118,4,0,0,0,0,0,95.0
531,1,52.37169,4.89446,3,1.0,3,8,169,4.74,2,1,0,0,0,0,115.0
532,1,52.37037,4.94255,2,1.0,2,16,32,4.81,2,1,0,0,0,0,90.0
533,1,52.37914,4.92655,2,1.0,1,21,20,4.7,4,1,0,0,0,0,295.0
534,1,52.35663,4.92413,4,2.0,5,0,6,4.6,4,0,0,0,0,0,225.0
535,2,52.35639,4.89057,4,2.0,3,2,27,4.41,4,0,0,0,0,0,225.0
536,1,52.35215,4.91222,2,1.0,3,4,107,4.6,2,1,0,0,0,0,100.0
537,0,52.35165,4.84904,2,1.0,3,0,4,5.0,4,0,0,0,0,0,145.0
538,1,52.34997,4.88727,4,2.0,4,0,14,4.64,4,0,0,0,0,0,200.0
539,3,52.36425,4.89931,2,1.0,2,6,213,4.81,2,1,0,1,0,0,65.0
540,4,52.37555,4.89476,2,1.0,2,0,1,3.0,2,0,0,0,0,0,70.0
541,1,52.36476,4.90925,2,1.0,1,10,901,4.8,2,1,0,0,0,0,77.0
542,5,52.38525,4.95448,4,1.0,2,10,0,4.643794288736118,2,0,0,0,0,0,75.0
543,1,52.3522,4.88401,2,1.0,2,0,55,4.95,2,1,0,0,0,0,179.0
544,7,52.37211,4.89942,5,2.0,3,14,4,4.5,4,0,0,0,0,0,342.0
545,1,52.38535,4.90764,4,4.0,3,0,22,4.73,4,0,0,0,0,0,450.0
546,2,52.35795,4.85598,4,4.0,3,0,6,5.0,4,0,0,0,0,0,240.0
547,1,52.34488,4.90222,4,3.0,3,0,20,4.65,4,0,0,0,0,0,295.0
548,3,52.35503,4.88099,1,1.0,1,26,187,4.63,2,1,0,0,0,0,58.0
549,1,52.39442,4.91478,5,3.0,4,0,20,4.61,4,0,0,0,0,0,170.0
550,1,52.36299,4.89976,4,4.0,5,0,2,4.5,4,0,0,0,0,0,210.0
551,2,52.35941,4.92684,2,1.0,1,0,1,5.0,2,0,0,0,0,0,75.0
552,1,52.38708,4.9555,4,2.0,3,16,15,4.57,4,0,0,0,0,0,175.0
553,1,52.35411,4.89388,4,2.0,2,30,30,4.43,4,0,0,0,0,0,1818.0
554,1,52.35502,4.92333,2,1.0,2,0,72,4.72,2,1,0,0,0,0,80.0
555,1,52.36469,4.87998,4,2.0,2,20,129,4.53,2,0,0,0,0,0,249.0
556,1,52.36324,4.89638,2,1.0,2,16,158,4.42,4,0,0,0,0,0,125.0
557,1,52.36369,4.83861,2,1.0,2,10,536,4.6,2,1,0,0,0,0,38.0
558,1,52.35544,4.90446,4,2.0,4,0,54,4.83,4,0,0,0,0,0,195.0
559,1,52.36641,4.85251,4,2.0,3,0,48,4.75,4,1,0,0,0,0,179.0
560,1,52.36038,4.87904,2,1.0,12,6,10,4.9,4,0,0,0,0,0,175.0
561,8,52.35223,4.90642,2,1.0,1,17,1,5.0,2,1,0,0,1,0,309.0
562,1,52.34383,4.89273,4,2.0,3,0,29,4.76,4,0,0,0,0,0,230.0
563,0,52.36856,4.89896,4,2.0,2,13,822,4.61,4,1,0,0,0,0,200.0
564,1,52.34329,4.89392,2,1.0,2,3,36,4.75,4,0,0,0,0,0,175.0
565,0,52.36671,4.89884,2,1.0,3,15,0,4.643794288736118,2,0,0,0,0,0,150.0
566,1,52.36158,4.86126,4,2.0,4,4,31,4.65,4,0,0,0,0,0,200.0
567,3,52.39319,4.88261,2,1.0,1,30,44,4.7,2,1,0,0,0,0,135.0
568,1,52.37003,4.8779,2,1.0,2,16,208,4.75,2,1,0,0,0,0,93.0
569,1,52.37405,4.9063,2,1.0,1,8,236,4.63,2,1,0,0,0,0,56.0
570,4,52.35704,4.9073,4,2.0,2,0,52,4.25,4,0,0,0,0,0,200.0
571,1,52.34842,4.89671,2,1.0,3,0,4,4.25,4,0,0,0,0,0,210.0
572,1,52.36865,4.86828,2,1.0,3,0,159,4.71,2,1,0,0,0,0,125.0
573,3,52.41127,4.88704,4,2.0,2,22,0,4.643794288736118,4,0,0,0,0,0,123.0
574,1,52.35497,4.85051,3,1.0,4,4,51,4.7,4,0,0,0,0,0,199.0
575,2,52.3618,4.94421,2,1.0,2,11,182,4.67,2,1,0,0,0,0,43.0
576,0,52.3747,4.88926,2,1.0,2,20,4,4.75,2,1,0,0,0,0,162.0
577,1,52.37061,4.8701,4,2.0,2,0,28,4.71,4,1,0,0,0,0,214.0
578,1,52.38307,4.88036,3,1.0,3,0,128,4.75,2,1,0,0,0,0,111.0
579,32,52.39431,4.87771,2,1.0,3,18,12,4.0,4,0,0,0,0,0,107.0
580,1,52.37327,4.88363,2,1.0,2,21,139,4.47,2,0,0,0,0,0,90.0
581,2,52.36436,4.87581,6,4.0,3,0,0,4.643794288736118,4,0,0,0,0,0,375.0
582,1,52.3567,4.85713,3,2.0,3,0,13,4.91,4,0,0,0,0,0,135.0
583,0,52.37221,4.87722,2,1.0,2,0,4,4.75,4,0,0,0,0,0,175.0
584,0,52.34122,4.90308,4,2.0,4,19,3,4.67,4,0,0,0,0,0,160.0
585,1,52.34557,4.8624,2,2.0,2,0,38,4.61,4,0,0,0,0,0,130.0
586,2,52.354,4.90056,3,1.0,2,1,11,4.45,2,1,0,0,0,0,61.0
587,2,52.3747,4.90329,3,2.0,2,18,42,4.79,4,1,1,0,0,0,295.0
588,1,52.36279,4.86628,4,2.0,4,0,20,4.68,4,0,0,0,0,0,260.0
589,3,52.37351,4.87087,4,2.0,4,0,201,4.67,4,0,0,0,0,0,250.0
590,0,52.36821,4.88274,4,2.0,1,9,1,5.0,2,1,0,0,0,0,269.0
591,10,52.37392,4.89635,1,1.0,1,0,1,4.0,1,0,0,0,0,0,24.0
592,0,52.357,4.85619,2,1.0,1,30,22,4.64,2,0,0,1,0,0,83.0
593,3,52.35981,4.91453,1,1.0,2,11,174,4.88,2,1,0,0,0,0,54.0
594,0,52.35043,4.84302,4,3.0,10,0,3,3.33,4,0,0,0,0,0,180.0
595,1,52.36727,4.86668,2,1.0,3,0,18,4.61,4,0,0,0,0,0,106.0
596,0,52.36937,4.88695,2,1.0,1,0,12,4.75,2,1,0,0,0,0,100.0
597,1,52.34328,5.00975,4,4.0,4,13,1,5.0,4,0,0,0,0,0,455.0
